target,src_fm,rule_label,zero_shot_pred,few_shot_pred
"@Test public void shouldNotAllowEmptyParentModelId() { Model model = Model.builder().build(); ModelLink link = ModelLink.builder().parentModel(model).build(); tested.validate(Collections.singletonList(link), errors); verify(errors).rejectValue(eq(""[0].parentModel.id""), anyString()); }","public void validate(Object target, Errors errors) { List list = (List) target; for (int i = 0; i < list.size(); i++) { ModelLink link = (ModelLink) list.get(i); validateParentModel(link, i, errors); validateChildModel(link, i, errors); if (link.getParentModel() != null && link.getChildModel() != null) { if (link.getParentModel().getId() == link.getChildModel().getId()) { errors.rejectValue(String.format(""[%s].childModel"", i), ""Model can not link to itself""); } } isNotNull(link.getRelationshipType(), String.format(""[%s].relationshipType"", i), ""Relationship Type"", errors); if (link.getComment() != null && link.getComment().length() > 255) { errors.rejectValue(String.format(""[%s].comment"", i), ""Comment can't be longer than 255 characters""); } } }",CLEAN,CLEAN,CLEAN
"@Test public void testDereferencingIsIdentityForSchemaWithoutRef() { Schema schemaWithoutRefTypes = new Schema.Parser().parse( ""{\""type\"": \""record\"",\""name\"": \""base\"",\""namespace\"": \""tdc.qa\"",\""fields\"": [{ \""name\"": \""string1\"", \""type\"": \""string\"" },{ \""name\"": \""null1\"", \""type\"": \""null\"" },{ \""name\"": \""boolean1\"", \""type\"": \""boolean\"" },{ \""name\"": \""int1\"", \""type\"": \""int\"" },{ \""name\"": \""long1\"", \""type\"": \""long\"" },{ \""name\"": \""float1\"", \""type\"": \""float\"" },{ \""name\"": \""double1\"", \""type\"": \""double\"" },{ \""name\"": \""bytes1\"", \""type\"": \""bytes\"" },{\""name\"": \""enum1\"",\""type\"": {\""type\"": \""enum\"",\""name\"": \""enum11\"",\""symbols\"": [\""One\"", \""Two\"", \""Three\"", \""For\""]}},{ \""name\"": \""array1\"", \""type\"": { \""type\"": \""array\"", \""items\"": \""string\"" } },{ \""name\"": \""map1\"", \""type\"": { \""type\"": \""map\"", \""values\"": \""long\"" } },{ \""name\"": \""union1\"", \""type\"": [\""null\"", \""string\"", \""boolean\""] },{\""name\"": \""fixed1\"",\""type\"": { \""type\"": \""fixed\"", \""name\"": \""fixed\"", \""size\"": 15 }}]}""); assertEquals(schemaWithoutRefTypes, AvroUtils.dereferencing(schemaWithoutRefTypes)); }","public static Schema dereferencing(Schema schema) { Schema dereferencedSchema = schema; Stream names = getNamedTypes(schema); List<String> flattenNames = flattenStream(names); Set<String> distinctFlattenNames = new HashSet<>(flattenNames); if (distinctFlattenNames.size() != flattenNames.size()) { Map<String, String> namespaces = new HashMap<>(); for (String name : distinctFlattenNames) { namespaces.put(name, ""a""); } return buildDereferencedSchema(schema, namespaces); } return dereferencedSchema; }",CLEAN,CLEAN,CLEAN
"@Test public void convertToDatabaseColumnTest() { KapuaEid kapuaEid = new KapuaEid(eid); KapuaEidConverter kapuaEidConverter = new KapuaEidConverter(); assertEquals(""Actual and expected values are not the same"", eid, kapuaEidConverter.convertToDatabaseColumn(kapuaEid)); }",@Override public BigInteger convertToDatabaseColumn(KapuaEid keid) { return keid.getId(); },NOISE,CLEAN,CLEAN
"@Test void accept_withArg_invokesVisitBinarySet() { BinarySetDynamoAttribute classUnderTest = createInstance(); when(dynamoAttributeVisitorMock.visitBinarySet(classUnderTest, VISITOR_ARG)).thenReturn(VISITOR_RETURN); Object accept = classUnderTest.accept(dynamoAttributeVisitorMock, VISITOR_ARG); assertThat(accept).isEqualTo(VISITOR_RETURN); verify(dynamoAttributeVisitorMock).visitBinarySet(classUnderTest, VISITOR_ARG); verifyNoMoreInteractions(dynamoAttributeVisitorMock); }","@Override public <R, P> R accept(DynamoAttributeVisitor<R, P> visitor, P arg) { return visitor.visitBinarySet(this, arg); }",NOISE,CLEAN,CLEAN
"@Test public void shouldSerializeRowCorrectly() { List columns = Arrays.asList(1511897796092L, 1L, ""item_1"", 10.0, new Double[]{100.0}, Collections.singletonMap(""key1"", 100.0)); GenericRow genericRow = new GenericRow(columns); KsqlJsonSerializer ksqlJsonDeserializer = new KsqlJsonSerializer(orderSchema); byte[] bytes = ksqlJsonDeserializer.serialize(""t1"", genericRow); String jsonString = new String(bytes); assertThat(""Incorrect serialization."", jsonString, equalTo(""{\""ORDERID\"":1,\""ARRAYCOL\"":[100.0],\""ORDERUNITS\"":10.0,\""ORDERTIME\"":1511897796092,\""MAPCOL\"":{\""key1\"":100.0},\""ITEMID\"":\""item_1\""}"")); }","@Override public byte[] serialize(final String topic, final GenericRow data) { if (data == null) { return null; } try { return objectMapper.writeValueAsBytes(dataToMap(data)); } catch (Exception e) { throw new SerializationException(""Error serializing JSON message"", e); } }",NOISE,CLEAN,CLEAN
"@Test public void recalculateMatchStrength_match() { when(voter.voteMatch(affiliation, organization)).thenReturn(true); when(affMatchResult.getMatchStrength()).thenReturn(0.7f); when(voter.getMatchStrength()).thenReturn(0.5f); AffMatchResult recalcAffMatchResult = recalculator.recalculateMatchStrength(affMatchResult, voter); assertEquals(0.85f, recalcAffMatchResult.getMatchStrength(), 0.0001f); assertTrue(affiliation == recalcAffMatchResult.getAffiliation()); assertTrue(organization == recalcAffMatchResult.getOrganization()); }","public AffMatchResult recalculateMatchStrength(AffMatchResult affMatchResult, AffOrgMatchVoter voter) { Preconditions.checkNotNull(affMatchResult); Preconditions.checkNotNull(voter); float matchStrength = affMatchResult.getMatchStrength(); if (voter.voteMatch(affMatchResult.getAffiliation(), affMatchResult.getOrganization())) { matchStrength = (matchStrength + voter.getMatchStrength()) - matchStrength * voter.getMatchStrength(); } return new AffMatchResult(affMatchResult.getAffiliation(), affMatchResult.getOrganization(), matchStrength); }",CLEAN,CLEAN,CLEAN
"@Test public void testGenerateSuffixes() throws Exception { final CharSequence input = ""BANANAS""; List<CharSequence> expected = Arrays.<CharSequence>asList(""BANANAS"", ""ANANAS"", ""NANAS"", ""ANAS"", ""NAS"", ""AS"", ""S""); int index = 0; for (CharSequence suffix : CharSequences.generateSuffixes(input)) { Assert.assertEquals(expected.get(index++), suffix); } }","public static Iterable<CharSequence> generateSuffixes(final CharSequence input) { return new Iterable<CharSequence>() { @Override public Iterator<CharSequence> iterator() { return new Iterator<CharSequence>() { int currentIndex = 0; @Override public boolean hasNext() { return currentIndex < input.length(); } @Override public CharSequence next() { return input.subSequence(currentIndex++, input.length()); } @Override public void remove() { throw new UnsupportedOperationException(""Modification not supported""); } }; } }; }",NOISE,CLEAN,CLEAN
"@Test public void testLinkSuccessor() { HandlerParameter createHandlerParameter = this.createHandlerParameter(null); AbstractChainOfResponsibilityHandler crcr1 = new CRCRHandler(createHandlerParameter); AbstractChainOfResponsibilityHandler crcr2 = new CRCRHandler(createHandlerParameter); AbstractChainOfResponsibilityHandler mtcr = new MTCRHandler(createHandlerParameter); AbstractChainOfResponsibilityHandler link1 = crcr1.linkSuccessor(crcr2); AbstractChainOfResponsibilityHandler link2 = crcr2.linkSuccessor(mtcr); Assert.assertEquals(""link1 should same with crcr2"", link1, crcr2); Assert.assertEquals(""link2 should keep crcr2 too because of mtcr is not conflict resolve handler"", link2, crcr2); }",@Override public AbstractChainOfResponsibilityHandler linkSuccessor(AbstractChainOfResponsibilityHandler nextHandler) { if (nextHandler instanceof CRCRHandler) { return super.linkSuccessor(nextHandler); } else { return this; } },NOISE,CLEAN,CLEAN
"@Test public void testDecodeJapaneseEncodedWordsWithFallback() { String enc = ""=?random?B?GyRCTCQbKEobJEI+NRsoShskQkJ6GyhKGyRCOS0bKEo=?= "" + ""=?garbage?B?GyRCOXAbKEobJEIiKBsoShskQiU1GyhKGyRCJSQbKEo=?= "" + ""=?charset?B?GyRCJUkbKEobJEIlUxsoShskQiU4GyhKGyRCJU0bKEo=?= "" + ""=?name?B?GyRCJTkbKEobJEIkThsoShskQjdoGyhKGyRCRGobKEo=?= "" + ""=?trash?B?GyRCSEcbKEobJEIkRxsoShskQiQ5GyhKGyRCISobKEo=?=""; String dec = DecoderUtil.decodeEncodedWords(enc, Charset.forName(""ISO-2022-JP"")); Assert.assertEquals(""\u672A\u627F\u8AFE\u5E83\u544A\u203B\u30B5\u30A4\u30C9\u30D3"" + ""\u30B8\u30CD\u30B9\u306E\u6C7A\u5B9A\u7248\u3067\u3059\uFF01"", dec); }","static String decodeEncodedWords(String body) { return decodeEncodedWords(body, DecodeMonitor.SILENT); }",NOISE,NOISE,NOISE
"@Test public void testExtractCountryCode() { assertEquals(33, PhoneNumberHandlerBase.extractCountrycode(FR_NUM_1)); assertEquals(33, PhoneNumberHandlerBase.extractCountrycode(FR_NUM_2)); assertEquals(0, PhoneNumberHandlerBase.extractCountrycode(FR_NUM_5)); assertEquals(0, PhoneNumberHandlerBase.extractCountrycode(FR_NUM_3)); assertEquals(0, PhoneNumberHandlerBase.extractCountrycode(FR_NUM_4)); assertEquals(1, PhoneNumberHandlerBase.extractCountrycode(US_NUM_1)); assertEquals(0, PhoneNumberHandlerBase.extractCountrycode(US_NUM_2)); assertEquals(0, PhoneNumberHandlerBase.extractCountrycode(US_NUM_4)); assertEquals(0, PhoneNumberHandlerBase.extractCountrycode(US_NUM_7)); assertEquals(0, PhoneNumberHandlerBase.extractCountrycode(US_NUM_3)); assertEquals(0, PhoneNumberHandlerBase.extractCountrycode(US_NUM_6)); assertEquals(0, PhoneNumberHandlerBase.extractCountrycode(US_NUM_5)); assertEquals(49, PhoneNumberHandlerBase.extractCountrycode(DE_NUM_1)); assertEquals(0, PhoneNumberHandlerBase.extractCountrycode(DE_NUM_3)); assertEquals(0, PhoneNumberHandlerBase.extractCountrycode(DE_NUM_4)); assertEquals(0, PhoneNumberHandlerBase.extractCountrycode(DE_NUM_2)); }","public static int extractCountrycode(Object phoneData) { PhoneNumber phoneNumber = parseToPhoneNumber(phoneData, null); if (phoneNumber != null) { return phoneNumber.getCountryCode(); } return 0; }",CLEAN,CLEAN,CLEAN
"@Test public void getURITest() { assertNull(""Expected null"", CacheManager.getInstance().getURI()); }",@Override public URI getURI() { return null; },NOISE,CLEAN,CLEAN
"@Test(expected = RuntimeException.class) public void convertShouldThrowOnLabelValueExtractionError() { ReportEntry counterReportEntryWithoutLabel = mock(ReportEntry.class); when(counterReportEntryWithoutLabel.getType()).thenReturn(ReportEntryType.COUNTER); List<ReportEntry> reportEntries = Collections.singletonList(counterReportEntryWithoutLabel); Map<String, LabeledMetricConf> labeledMetricConfByPattern = Collections.singletonMap(""key"", mock(LabeledMetricConf.class)); ExtractedMetric extractedMetricWithoutLabel = mock(ExtractedMetric.class); when(extractedMetricWithoutLabel.getMetricName()).thenReturn(""metric_name_without_labels""); when(extractedMetricWithoutLabel.getLabelValues()).thenReturn(Collections.emptyList()); when(extractedMetricWithoutLabel.getValue()).thenReturn(null); CounterReportEntryMetricExtraction.Extractor counterMetricExtractor = mock(CounterReportEntryMetricExtraction.Extractor.class); when(counterMetricExtractor.extract(counterReportEntryWithoutLabel, labeledMetricConfByPattern)).thenReturn(extractedMetricWithoutLabel); ReportEntryToMetricConverter.convert(reportEntries, ""path"", labeledMetricConfByPattern, counterMetricExtractor, mock(DurationReportEntryMetricExtraction.Extractor.class), mock(GaugesCreation.BuilderWithoutLabels.class), mock(GaugesCreation.BuilderWithLabels.class) ); }","public static List<Gauge> convert(List<ReportEntry> reportEntries, String path, Map<String, LabeledMetricConf> labeledMetricConfByPattern) { return convert(reportEntries, path, labeledMetricConfByPattern, CounterReportEntryMetricExtraction::extractMetricFromReportEntry, DurationReportEntryMetricExtraction::extractMetricFromReportEntry, GaugesCreation::buildGaugeWithoutLabels, GaugesCreation::buildGaugeWithLabels); }",NOISE,CLEAN,CLEAN
"@Test public void TestToStringMultiLine() throws Exception { ModifyDNResponseProtocolOp modifyResponse; StringBuilder buffer = new StringBuilder(); StringBuilder key = new StringBuilder(); ArrayList<String> referralURLs = new ArrayList<>(); referralURLs.add(""ds1.example.com""); referralURLs.add(""ds2.example.com""); referralURLs.add(""ds3.example.com""); int indent = 5; int i; modifyResponse = new ModifyDNResponseProtocolOp(resultCode, resultMsg, dn, referralURLs); modifyResponse.toString(buffer, indent); StringBuilder indentBuf = new StringBuilder(indent); for (i=0 ; i < indent; i++) { indentBuf.append(' '); } key.append(indentBuf).append(""Modify DN Response"").append(EOL); key.append(indentBuf).append("" Result Code: "").append(resultCode).append(EOL); key.append(indentBuf).append("" Error LocalizableMessage: "").append(resultMsg).append(EOL); key.append(indentBuf).append("" Matched DN: "").append(dn).append(EOL); key.append(indentBuf).append("" Referral URLs: "").append(EOL); for (String url : referralURLs) { key.append(indentBuf).append("" "").append(url).append(EOL); } assertEquals(buffer.toString(), key.toString()); }","@Override public void toString(StringBuilder buffer) { buffer.append(""ModifyDNResponse(resultCode=""); buffer.append(resultCode); if (errorMessage != null && errorMessage.length() > 0) { buffer.append("", errorMessage=""); buffer.append(errorMessage); } if (matchedDN != null) { buffer.append("", matchedDN=""); buffer.append(matchedDN); } if (referralURLs != null && ! referralURLs.isEmpty()) { buffer.append("", referralURLs={""); Utils.joinAsString(buffer, "", "", referralURLs); buffer.append(""}""); } buffer.append("")""); }",NOISE,NOISE,CLEAN
"@Test public void testSelectAll() throws Exception { String queryStr = ""SELECT * FROM test1 t1;""; Statement statement = KSQL_PARSER.buildAst(queryStr, metaStore).get(0); Assert.assertTrue(""testSelectAll fails"", statement instanceof Query); Query query = (Query) statement; Assert.assertTrue(""testSelectAll fails"", query.getQueryBody() instanceof QuerySpecification); QuerySpecification querySpecification = (QuerySpecification)query.getQueryBody(); Assert.assertTrue(""testSelectAll fails"", querySpecification.getSelect().getSelectItems() .size() == 8); }","public List<Statement> buildAst(String sql, MetaStore metaStore) { try { ParserRuleContext tree = getParseTree(sql); SqlBaseParser.StatementsContext statementsContext = (SqlBaseParser.StatementsContext) tree; List<Statement> astNodes = new ArrayList<>(); for (SqlBaseParser.SingleStatementContext statementContext : statementsContext .singleStatement()) { DataSourceExtractor dataSourceExtractor = new DataSourceExtractor(metaStore); dataSourceExtractor.extractDataSources(statementContext); Node root = new AstBuilder(dataSourceExtractor).visit(statementContext); Statement statement = (Statement) root; astNodes.add(statement); } return astNodes; } catch (Exception e) { throw new ParseFailedException(e.getMessage(), e); } }",CLEAN,CLEAN,CLEAN
"@Test public void testIsAllowed() { CellarSupport support = new CellarSupport(); support.setConfigurationAdmin(configurationAdmin); Boolean expectedResult = false; Boolean result = support.isAllowed(defaultGroup,""config"",""org.apache.karaf.shell"", EventType.INBOUND); assertEquals(""Shell should not be allowed"",expectedResult,result); expectedResult = true; result = support.isAllowed(defaultGroup,""config"",""org.apache.karaf.cellar.group"", EventType.INBOUND); assertEquals(""Group config should be allowed"",expectedResult,result); expectedResult = false; result = support.isAllowed(defaultGroup,""config"",""org.apache.karaf.cellar.node"", EventType.INBOUND); assertEquals(""Node config should be allowed"",expectedResult,result); expectedResult = false; result = support.isAllowed(defaultGroup,""config"",""org.apache.karaf.cellar.instance"", EventType.INBOUND); assertEquals(""Instance config should be allowed"",expectedResult,result); }","public Boolean isAllowed(Group group, String category, String event, EventType type) { Set<String> whiteList = getListEntries(Configurations.WHITELIST, group, category, type); Set<String> blackList = getListEntries(Configurations.BLACKLIST, group, category, type); if (blackList == null || whiteList == null) { LOGGER.warn(""No whitelist/blacklist found for "" + group.getName() + "", check your configuration !""); return false; } Boolean result = true; if (!whiteList.isEmpty()) { result = false; for (String whiteListItem : whiteList) { if (wildCardMatch(event, whiteListItem)) { result = true; break; } } } if (result) { for (String blackListItem : blackList) { if (wildCardMatch(event, blackListItem)) { return false; } } } return result; }",CLEAN,CLEAN,CLEAN
