target,src_fm
"@Test public void convert_WITH_FILTERED_REFERENCES() { eu.dnetlib.iis.metadataextraction.schemas.ReferenceMetadata inputReference1 = eu.dnetlib.iis.metadataextraction.schemas.ReferenceMetadata.newBuilder() .setPosition(1) .setBasicMetadata(eu.dnetlib.iis.metadataextraction.schemas.ReferenceBasicMetadata.newBuilder() .setTitle(""First Reference Title"") .setAuthors(Lists.newArrayList(""author-id-3"")) .setSource(""Other Journal"") .setPages(new Range(""10"", ""11"")) .setYear(""2005"") .build()) .setText(""reference 1 raw text"") .build(); eu.dnetlib.iis.metadataextraction.schemas.ReferenceMetadata inputReference2 = eu.dnetlib.iis.metadataextraction.schemas.ReferenceMetadata.newBuilder() .setPosition(2) .setBasicMetadata(eu.dnetlib.iis.metadataextraction.schemas.ReferenceBasicMetadata.newBuilder() .setTitle(""Second Reference Title"") .setAuthors(Lists.newArrayList(""author-id-1"", ""author-id-4"")) .setSource(""Some Journal"") .setPages(new Range(""10"", ""23"")) .setYear(""2000"") .build()) .setText(""reference 2 raw text"") .build(); ExtractedDocumentMetadataMergedWithOriginal inputDocument = ExtractedDocumentMetadataMergedWithOriginal.newBuilder() .setId(""document-id"") .setImportedAuthors(Lists.newArrayList()) .setReferences(Lists.newArrayList(inputReference1, inputReference2)) .setPublicationType(new PublicationType(true, false)) .build(); DocumentMetadata retDocumentMetadata = converter.convert(inputDocument, Sets.newHashSet(2)); assertEquals(1, retDocumentMetadata.getReferences().size()); ReferenceMetadata expectedReference1 = ReferenceMetadata.newBuilder() .setPosition(1) .setBasicMetadata(BasicMetadata.newBuilder() .setTitle(""First Reference Title"") .setAuthors(Lists.newArrayList(""author-id-3"")) .setJournal(""Other Journal"") .setPages(""10-11"") .setYear(""2005"") .build()) .setRawText(""reference 1 raw text"") .build(); assertEquals(expectedReference1, retDocumentMetadata.getReferences().get(0)); }","public DocumentMetadata convert(ExtractedDocumentMetadataMergedWithOriginal sourceDocument, Set<Integer> matchedReferencePositions) { Preconditions.checkNotNull(sourceDocument); DocumentMetadata destDocument = DocumentMetadata.newBuilder() .setId(sourceDocument.getId()) .setBasicMetadata(convertBasicMetadata(sourceDocument)) .setReferences(convertReferences(sourceDocument.getReferences(), matchedReferencePositions)) .build(); return destDocument; }"
"@Test(expected=RuntimeException.class) public void testConversionOnInvalidProjectId() throws Exception { ProjectDetail source = new ProjectDetail(); source.setProjectId(""invalidId""); converter.convert(source); }",public Project convert(ProjectDetail source) throws IOException { Project.Builder builder = Project.newBuilder(); builder.setId(normalizeId(source.getProjectId())); if (ProjectConverter.isAcronymValid(source.getAcronym())) { builder.setProjectAcronym(source.getAcronym()); } if (StringUtils.isNotBlank(source.getCode())) { builder.setProjectGrantId(source.getCode()); } if (StringUtils.isNotBlank(source.getJsonextrainfo())) { builder.setJsonextrainfo(source.getJsonextrainfo()); } else { builder.setJsonextrainfo(ProjectConverter.BLANK_JSONEXTRAINFO); } if (CollectionUtils.isNotEmpty(source.getFundingPath())) { builder.setFundingClass(fundingTreeParser.extractFundingClass(source.getFundingPath())); } return builder.build(); }
"@Test public void convert() { ExtractedDocumentMetadataMergedWithOriginal document = new ExtractedDocumentMetadataMergedWithOriginal(); document.setId(""XYZ""); document.setAbstract$(""This is an abstract""); DocumentMetadata metadata = converter.convert(document); assertEquals(document.getId(), metadata.getId()); assertEquals(document.getAbstract$(), metadata.getAbstract$()); }",public DocumentMetadata convert(ExtractedDocumentMetadataMergedWithOriginal document) { Preconditions.checkNotNull(document); DocumentMetadata metadata = new DocumentMetadata(); metadata.setAbstract$(document.getAbstract$()); metadata.setId(document.getId()); return metadata; }
"@Test(expected = NullPointerException.class) public void reportShouldThrowExceptionWhenOutputReportPathIsNull() { JavaRDD<DocumentToPatentWithIdsToExport> documentToPatentsToExportWithIds = sc.emptyRDD(); reporter.report(sc, documentToPatentsToExportWithIds, null); }","public void report(JavaSparkContext sc, JavaRDD<DocumentToPatentWithIdsToExport> documentToPatentsToExportWithIds, String outputReportPath) { Preconditions.checkNotNull(sc, ""sparkContext has not been set""); Preconditions.checkNotNull(outputReportPath, ""reportPath has not been set""); ReportEntry totalRelationsCounter = ReportEntryFactory.createCounterReportEntry(PATENT_REFERENCES_COUNTER, totalRelationsCount(documentToPatentsToExportWithIds)); ReportEntry totalEntitiesCounter = ReportEntryFactory.createCounterReportEntry(EXPORTED_PATENT_ENTITIES_COUNTER, totalEntitiesCount(documentToPatentsToExportWithIds)); ReportEntry distinctPublicationsCounter = ReportEntryFactory.createCounterReportEntry(DISTINCT_PUBLICATIONS_WITH_PATENT_REFERENCES_COUNTER, distinctPublicationsCount(documentToPatentsToExportWithIds)); JavaRDD<ReportEntry> report = sc.parallelize(Arrays.asList( totalRelationsCounter, totalEntitiesCounter, distinctPublicationsCounter), 1); avroSaver.saveJavaRDD(report, ReportEntry.SCHEMA$, outputReportPath); }"
"@Test(expected = NullPointerException.class) public void calcSimilarWordNumber_FindWords_NULL() { calculator.calcSimilarWordNumber(null, ImmutableList.of(""A"")); }","public int calcSimilarWordNumber(List<String> findWords, List<String> inWords) { Preconditions.checkNotNull(findWords); Preconditions.checkNotNull(inWords); int similarWordCount = 0; for (String word : findWords) { if (similarityChecker.containsSimilarString(inWords, word, minWordSimilarity)) { ++similarWordCount; } } return similarWordCount; }"
"@Test public void convert_NULL_DOCUMENT_AUTHORS() { ExtractedDocumentMetadataMergedWithOriginal inputDocument = ExtractedDocumentMetadataMergedWithOriginal.newBuilder() .setId(""document-id"") .setImportedAuthors(null) .setReferences(Lists.newArrayList()) .setPublicationType(new PublicationType(true, false)) .build(); DocumentMetadata retDocumentMetadata = converter.convert(inputDocument, emptyReferencePositions); DocumentMetadata expectedDocumentMetadata = DocumentMetadata.newBuilder() .setId(""document-id"") .setBasicMetadata(BasicMetadata.newBuilder() .setAuthors(Lists.newArrayList()) .build()) .setReferences(Lists.newArrayList()) .build(); assertEquals(expectedDocumentMetadata, retDocumentMetadata); }","public DocumentMetadata convert(ExtractedDocumentMetadataMergedWithOriginal sourceDocument, Set<Integer> matchedReferencePositions) { Preconditions.checkNotNull(sourceDocument); DocumentMetadata destDocument = DocumentMetadata.newBuilder() .setId(sourceDocument.getId()) .setBasicMetadata(convertBasicMetadata(sourceDocument)) .setReferences(convertReferences(sourceDocument.getReferences(), matchedReferencePositions)) .build(); return destDocument; }"
"@Test public void createCounterReportParam() { ReportEntry reportEntry = ReportEntryFactory.createCounterReportEntry(""report.key"", 43); assertEquals(""report.key"", reportEntry.getKey()); assertEquals(ReportEntryType.COUNTER, reportEntry.getType()); assertEquals(""43"", reportEntry.getValue()); }","public static ReportEntry createCounterReportEntry(String key, long count) { return new ReportEntry(key, ReportEntryType.COUNTER, String.valueOf(count)); }"
"@Test(expected = IllegalArgumentException.class) public void currentValue_NOT_VALID_COUNTER_NAME() { NamedCounters namedCounters = new NamedCounters(new String[] {counterName1, counterName2}); namedCounters.currentValue(""NOT_EXISTING_COUNTER""); }","public long currentValue(String counterName) { if (!counters.containsKey(counterName)) { throw new IllegalArgumentException(""Couldn't find counter with name: "" + counterName); } return counters.get(counterName); }"
@Test(expected=CmdLineParserException.class) public void testRunForEmptyArgs() throws Exception { String[] args = new String[0]; ProcessWrapper.main(args); },public static void main(String[] args) throws Exception { ProcessWrapper wrapper = new ProcessWrapper(); wrapper.run(args); }
@Test(expected = NullPointerException.class) public void convert_NULL() { cermineToMetadataAffConverter.convert(null); },Affiliation convert(CermineAffiliation cAff) { Preconditions.checkNotNull(cAff); return Affiliation.newBuilder() .setRawText(cAff.getRawText()) .setOrganization(cAff.getInstitution()) .setAddress(cAff.getAddress()) .setCountryName(cAff.getCountryName()) .setCountryCode(cAff.getCountryCode()) .build(); }
"@Test(expected = InvalidSizeException.class) public void testGetContentFromS3WhenSizeIsInvalid() throws Exception { ContentRetrievalContext context = new ContentRetrievalContext(1, 1, 1); context.setS3Client(s3Client); when(s3Client.getObject(argThat(new GetObjectArgumentMatcher()))).thenReturn(s3Object); when(s3Object.getObjectMetadata()).thenReturn(s3ObjectMeta); when(s3ObjectMeta.getContentLength()).thenReturn(Long.valueOf(-1)); ObjectStoreContentProviderUtils.getContentFromURL(s3ResourceLoc, context); }","public static byte[] getContentFromURL(String resourceLoc, ContentRetrievalContext context) throws IOException, InvalidSizeException, S3EndpointNotFoundException { if (resourceLoc.startsWith(S3_URL_PREFIX)) { return getContentFromS3(resourceLoc, context); } else { return getContentFromURL(new URL(resourceLoc), context); } }"
"@Test public void testGetContentFromURL() throws Exception { String encoding = ""utf8""; String contentClassPath = ""/eu/dnetlib/iis/wf/importer/content/sample_data.txt""; URL url = ObjectStoreContentProviderUtils.class.getResource(contentClassPath); String expectedResult = ClassPathResourceProvider.getResourceContent(contentClassPath); byte[] result = ObjectStoreContentProviderUtils.getContentFromURL(url, new ContentRetrievalContext(1, 1, null)); assertNotNull(result); assertEquals(expectedResult, IOUtils.toString(result, encoding)); }","public static byte[] getContentFromURL(String resourceLoc, ContentRetrievalContext context) throws IOException, InvalidSizeException, S3EndpointNotFoundException { if (resourceLoc.startsWith(S3_URL_PREFIX)) { return getContentFromS3(resourceLoc, context); } else { return getContentFromURL(new URL(resourceLoc), context); } }"
@Test(expected=RuntimeException.class) public void testCreateEmptyNoId() throws Exception { NlmToDocumentWithBasicMetadataConverter.createEmpty(null); },"public static ExtractedDocumentMetadata createEmpty(String id) { if (id==null) { throw new RuntimeException(""unable to set null id""); } ExtractedDocumentMetadata.Builder builder = ExtractedDocumentMetadata.newBuilder(); builder.setId(id); builder.setText(""""); builder.setPublicationTypeName(EMPTY_META); return builder.build(); }"
"@Test public void hash_university_section_univ_on_last_position() { OrganizationSection section = new OrganizationSection(OrgSectionType.UNIVERSITY, new String[] {""washington"", ""university""}, 1); assertEquals(""UNI___was"", orgSectionHasher.hash(section)); }",public String hash(OrganizationSection section) { if (section.getTypeSignificantWordPos() == -1) { return hashUsingFirstWords(section); } return hashUsingAdjacentWords(section); }
"@Test(expected = NullPointerException.class) public void matchCitations_NULL_DOCUMENTS_METADATA_RDD() { externalIdCitationMatcher.matchCitations(null, ""someIdType"", pickOneDocumentMetadataFunction); }","public JavaRDD<Citation> matchCitations(JavaRDD<DocumentMetadata> documents, String idType, Function<Iterable<DocumentMetadata>, DocumentMetadata> pickSingle) { Preconditions.checkNotNull(documents); Preconditions.checkNotNull(idType); Preconditions.checkNotNull(pickSingle); JavaPairRDD<String, String> externalIdToIdMapping = idMappingExtractor.extractIdMapping(documents, idType, pickSingle); JavaPairRDD<String, Citation> externalIdReferences = referencePicker.extractExternalIdReferences(documents, idType); JavaRDD<Citation> externalIdCitation = externalIdReferences.join(externalIdToIdMapping) .map(x -> { Citation partialCitation = x._2._1; String destinationDocumentId = x._2._2; return Citation.newBuilder(partialCitation) .setDestinationDocumentId(destinationDocumentId) .build(); }); return externalIdCitation; }"
"@Test(expected = NullPointerException.class) public void chooseBetter_affMatchResult1_null() { AffMatchResult affMatchResult2 = new AffMatchResult(affiliation, organization_B, 0.7f); chooser.chooseBetter(null, affMatchResult2); }","public AffMatchResult chooseBetter(AffMatchResult affMatchResult1, AffMatchResult affMatchResult2) { Preconditions.checkNotNull(affMatchResult1); Preconditions.checkNotNull(affMatchResult2); if (Math.abs(affMatchResult1.getMatchStrength() - affMatchResult2.getMatchStrength()) < EPSILON) { return affMatchResult1; } if (affMatchResult1.getMatchStrength() > affMatchResult2.getMatchStrength()) { return affMatchResult1; } return affMatchResult2; }"
"@Test public void splitToSections() { assertThat(sectionsSplitter.splitToSections(""""), iterableWithSize(0)); assertThat(sectionsSplitter.splitToSections("",""), iterableWithSize(0)); assertThat(sectionsSplitter.splitToSections(""aa""), contains(""aa"")); assertThat(sectionsSplitter.splitToSections(""aa, bb, cc""), contains(""aa"", ""bb"", ""cc"")); assertThat(sectionsSplitter.splitToSections(""aa; bb; cc""), contains(""aa"", ""bb"", ""cc"")); assertThat(sectionsSplitter.splitToSections(""aa; bb; ltd""), contains(""aa"", ""bb"")); assertThat(sectionsSplitter.splitToSections(""aa; inc; cc""), contains(""aa"", ""cc"")); }","public List<String> splitToSections(String organizationName) { String[] sectionsArray = StringUtils.split(organizationName, "",;""); List<String> sections = Lists.newArrayList(); for (int i=0; i<sectionsArray.length; ++i) { String section = sectionsArray[i].trim(); if (StringUtils.isNotBlank(section) && !RESTRICTED_SECTIONS.contains(section)) { sections.add(section); } } return sections; }"
"@Test(expected = NullPointerException.class) public void extractExternalIdReferences_NULL_DOC_METADATA() { externalIdReferenceExtractor.extractExternalIdReferences(null, ""someIdType""); }","public JavaPairRDD<String, Citation> extractExternalIdReferences(JavaRDD<DocumentMetadata> documentsMetadata, String idType) { Preconditions.checkNotNull(documentsMetadata); Preconditions.checkNotNull(idType); return documentsMetadata .flatMapToPair(metadata -> { List<Tuple2<String, Citation>> externalIdReferences = Lists.newArrayList(); for (ReferenceMetadata referenceMetadata : metadata.getReferences()) { if (referenceMetadata.getExternalIds() == null || !referenceMetadata.getExternalIds().containsKey(idType)) { continue; } String externalId = referenceMetadata.getExternalIds().get(idType).toString(); Citation partialCitation = new Citation(metadata.getId(), referenceMetadata.getPosition(), null); externalIdReferences.add(new Tuple2<>(externalId, partialCitation)); } return externalIdReferences.iterator(); }); }"
